pair,base_mse,best_mse,improve,dx,dy,qx,qy
561,0.0002507869794499129,0.00023213714302983135,1.8649836420081556e-05,-0.4,0.0,-4,0
71,0.0003523447085171938,0.0003339247778058052,1.8419930711388588e-05,-0.3,0.2,-3,2
139,0.0014818849740549922,0.0014634758699685335,1.8409104086458683e-05,0.1,-0.1,1,-1
161,0.0007294570095837116,0.0007114548934623599,1.800211612135172e-05,0.0,-0.1,0,-1
450,0.0004562193062156439,0.0004383811610750854,1.783814514055848e-05,0.2,0.0,2,0
574,2.1688654669560492e-05,4.2054462028318085e-06,1.7483208466728684e-05,0.1,-0.5,1,-5
257,0.00011060947872465476,9.402235446032137e-05,1.6587124264333397e-05,0.2,0.2,2,2
592,7.04399062669836e-05,5.3902549552731216e-05,1.6537356714252383e-05,2.9,0.0,29,0
204,0.000813710386864841,0.0007973342435434461,1.637614332139492e-05,0.3,-0.1,3,-1
94,0.00038921943632885814,0.00037297751987352967,1.6241916455328465e-05,-0.1,0.0,-1,0
357,0.00016280349518638104,0.0001468943664804101,1.5909128705970943e-05,-2.5,0.5,-25,5
154,0.0006188071565702558,0.0006029527867212892,1.58543698489666e-05,-0.4,0.1,-4,1
196,0.0016083664959296584,0.0015925534535199404,1.5813042409718037e-05,0.0,0.2,0,2
388,7.73907158873044e-05,6.157916504889727e-05,1.581155083840713e-05,0.5,0.1,5,1
443,0.0005008256412111223,0.00048505677841603756,1.5768862795084715e-05,0.3,0.0,3,0
171,0.001583137083798647,0.001567369094118476,1.5767989680171013e-05,0.3,0.2,3,2
105,0.0021375371143221855,0.0021219239570200443,1.561315730214119e-05,0.1,0.1,1,1
200,0.0013501213397830725,0.0013345660408958793,1.5555298887193203e-05,0.2,0.2,2,2
115,0.0006727889995090663,0.0006572646088898182,1.5524390619248152e-05,0.0,0.1,0,1
146,0.0006615101592615247,0.0006462474702857435,1.5262688975781202e-05,0.3,-0.1,3,-1
33,0.0004347367212176323,0.00041949277510866523,1.5243946108967066e-05,0.1,-0.2,1,-2
458,8.910145697882399e-05,7.420912879751995e-05,1.4892328181304038e-05,0.0,0.1,0,1
542,0.0004713154339697212,0.00045654113637283444,1.4774297596886754e-05,-0.3,0.0,-3,0
